Mod:Item:MetaData, Localized Name
randomthings:translucentluminousblock:8, 通透荧光淡灰色方块
randomthings:translucentluminousblock:9, 通透荧光青色方块
randomthings:translucentluminousblock:10, 通透荧光紫色方块
randomthings:translucentluminousblock:11, 通透荧光蓝色方块
randomthings:translucentluminousblock:12, 通透荧光棕色方块
randomthings:translucentluminousblock:13, 通透荧光绿色方块
randomthings:translucentluminousblock:14, 通透荧光红色方块
randomthings:translucentluminousblock:15, 通透荧光黑色方块
randomthings:inventoryrerouter, 物流管理器
randomthings:slimecube, §a粘液立方体§7
randomthings:peacecandle, 和平蜡烛
randomthings:notificationinterface, 侦测接口
randomthings:glowingmushroom, 荧光菇
randomthings:inventorytester, 物流检测器
randomthings:superlubricentstone, 超级滑滑石
randomthings:globalchatdetector, 全局聊天检测器
randomthings:triggerglass, 感知玻璃
randomthings:blockdestabilizer, 干扰器
randomthings:lotus, 莲
randomthings:ancientbrick, 远古砖块
randomthings:soundbox, 音箱
randomthings:sounddampener, 隔音器
randomthings:diaphanousblock, 通透方块
randomthings:sidedredstone, 单向红石块
randomthings:spectrelens, 通灵镜片
randomthings:spectreenergyinjector, 通灵能量注入器
randomthings:plate_processing, 集成压力板
randomthings:spectrecoil_normal, 通灵线圈
randomthings:spectrecoil_redstone, 红石通灵线圈
randomthings:spectrecoil_ender, 末影通灵线圈
randomthings:spectrecoil_number, Nr. %s通灵线圈
randomthings:spectrecoil_genesis, 创造模式通灵线圈
randomthings:advancedredstonerepeater, 高级红石中继器
randomthings:advancedredstonetorch_on, 高级红石火把
randomthings:floobrick, 飞路砖
randomthings:spectreplank, 通灵木板
randomthings:spectresapling, 通灵树苗
randomthings:spectrelog, 通灵原木
randomthings:spectreleaf, 通灵树叶
randomthings:itemcollector, 物品收集器
randomthings:advanceditemcollector, 高级物品收集器
randomthings:naturecore, 自然核心
randomthings:biomestone:0, 自然感知圆石
randomthings:biomestone:1, 自然感知石头
randomthings:biomestone:2, 自然感知石砖
randomthings:biomestone:3, 自然感知裂石砖
randomthings:biomestone:4, 自然感知錾制石砖
randomthings:biomeglass, 自然感知玻璃
randomthings:coloredgrass:0, 白色草方块
randomthings:coloredgrass:1, 橙色草方块
randomthings:coloredgrass:2, 品红色草方块
randomthings:coloredgrass:3, 淡蓝色草方块
randomthings:coloredgrass:4, 黄色草方块
randomthings:coloredgrass:5, 黄绿色草方块
randomthings:coloredgrass:6, 粉色草方块
randomthings:coloredgrass:7, 灰色草方块
randomthings:coloredgrass:8, 淡灰色草方块
randomthings:coloredgrass:9, 青色草方块
randomthings:coloredgrass:10, 紫色草方块
randomthings:coloredgrass:11, 蓝色草方块
randomthings:coloredgrass:12, 棕色草方块
randomthings:coloredgrass:13, 绿色草方块
randomthings:coloredgrass:14, 红色草方块
randomthings:coloredgrass:15, 黑色草方块
randomthings:spectrecore, 灵魂核心
randomthings:rainbowlamp, 彩虹灯
randomthings:basicredstoneinterface, 基础红石接口
randomthings:advancedredstoneinterface, 高级红石接口
randomthings:stainedbrick:0, 白色染色砖块
randomthings:stainedbrick:1, 橙色染色砖块
randomthings:stainedbrick:2, 品红色染色砖块
randomthings:stainedbrick:3, 淡蓝色染色砖块
randomthings:stainedbrick:4, 黄色染色砖块
randomthings:stainedbrick:5, 黄绿色染色砖块
randomthings:stainedbrick:6, 粉色染色砖块
randomthings:stainedbrick:7, 灰色染色砖块
randomthings:stainedbrick:8, 淡灰色染色砖块
randomthings:stainedbrick:9, 青色染色砖块
randomthings:stainedbrick:10, 紫色染色砖块
randomthings:stainedbrick:11, 蓝色染色砖块
randomthings:stainedbrick:12, 棕色染色砖块
randomthings:stainedbrick:13, 绿色染色砖块
randomthings:stainedbrick:14, 红色染色砖块
randomthings:stainedbrick:15, 黑色染色砖块
randomthings:luminousstainedbrick:0, 荧光白色染色砖块
randomthings:luminousstainedbrick:1, 荧光橙色染色砖块
randomthings:luminousstainedbrick:2, 荧光品红色染色砖块
randomthings:luminousstainedbrick:3, 荧光淡蓝色染色砖块
randomthings:luminousstainedbrick:4, 荧光黄色染色砖块
randomthings:luminousstainedbrick:5, 荧光黄绿色染色砖块
randomthings:luminousstainedbrick:6, 荧光粉色染色砖块
randomthings:luminousstainedbrick:7, 荧光灰色染色砖块
randomthings:luminousstainedbrick:8, 荧光淡灰色染色砖块
randomthings:luminousstainedbrick:9, 荧光青色染色砖块
randomthings:luminousstainedbrick:10, 荧光紫色染色砖块
randomthings:luminousstainedbrick:11, 荧光蓝色染色砖块
randomthings:luminousstainedbrick:12, 荧光棕色染色砖块
randomthings:luminousstainedbrick:13, 荧光绿色染色砖块
randomthings:luminousstainedbrick:14, 荧光红色染色砖块
randomthings:luminousstainedbrick:15, 荧光黑色染色砖块
randomthings:plate_redirector, 重定向式压力板
randomthings:plate_filteredredirector, 重定向式压力板（过滤）
randomthings:plate_redstone, 红石压力板
randomthings:plate_corrector, 校准式压力板
randomthings:plate_itemsealer, 密封式压力板（物品）
randomthings:plate_itemrejuvenator, 往返式压力板（物品）
randomthings:plate_accelerator, 加速式压力板
randomthings:plate_accelerator_directional, 定向加速式压力板
randomthings:plate_bouncy, 气垫式压力板
randomthings:plate_collection, 收集式压力板
randomthings:plate_extraction, 抽取式压力板
randomthings:stableenderpearl, 稳态末影珍珠
randomthings:biomecrystal, 生物群系水晶
randomthings:positionfilter, 方位过滤器
randomthings:summoningpendulum, 召唤师摆锤
randomthings:beans:0, 豆
randomthings:beans:1, 次级魔豆
randomthings:beans:2, 魔豆
randomthings:beanstew, 豆汤
randomthings:redstonetool, 红石工具
randomthings:waterwalkingboots, 水上漫步者之靴
randomthings:dungeonchestgenerator, 战利品生成器
randomthings:lavacharm, 熔岩魔符
randomthings:lavawader, 熔岩魔靴
randomthings:obsidianskull, 黑曜石头颅
randomthings:obsidianskullring, 黑曜石头颅指环
randomthings:obsidianwaterwalkingboots, 黑曜石水上漫步者之靴
randomthings:magichood, 魔法风帽
randomthings:imbue:0, 火焰激素药水
randomthings:imbue:1, 毒性激素药水
randomthings:imbue:2, 经验激素药水
randomthings:imbue:3, 凋零激素药水
randomthings:bottleofair, 瓶装空气
randomthings:rezstone, 血石
randomthings:enderletter, 末影邮件
randomthings:entityfilter, 实体过滤器
randomthings:ingredient:0, 纤毛孢子
randomthings:ingredient:1, 恶魔之泪
randomthings:ingredient:2, 灵气
randomthings:ingredient:3, 灵魂之铁
randomthings:ingredient:4, 生物群系传感器
randomthings:ingredient:5, 荧光粉
randomthings:ingredient:6, 超级滑滑剂
randomthings:ingredient:7, 飞路粉
randomthings:ingredient:8, 压力板基板
randomthings:ingredient:9, 无暇绿宝石
randomthings:ingredient:10, 莲花
randomthings:ingredient:11, 金蛋
randomthings:ingredient:12, 通灵线
randomthings:ingredient:13, Blackout Powder
randomthings:itemfilter, 物品过滤器
randomthings:redstoneactivator, 红石脉冲器
randomthings:redstoneremote, 远程红石脉冲器
randomthings:goldencompass, 黄金指南针
randomthings:blazeandsteel, 灼炎打火石
randomthings:runepattern, 符文图纸
randomthings:superlubricentboots, 超级滑滑靴
randomthings:floosign, 飞路标签
randomthings:idcard, 身份证
randomthings:emeraldcompass, 绿宝石指南针
randomthings:flootoken, 飞路标
randomthings:portkey, 门钥匙
randomthings:lotusseeds, 莲子
randomthings:soundpattern, 音乐模块
randomthings:soundrecorder, 录音机
randomthings:portablesounddampener, 便携式隔音器
randomthings:escaperope, 逃生绳
randomthings:weatheregg:0, 天气胶囊<晴天>
randomthings:weatheregg:1, 天气胶囊<雨天>
randomthings:weatheregg:2, 天气胶囊<雷暴>
randomthings:enderbucket, 末影桶
randomthings:reinforcedenderbucket, 强化末影桶
randomthings:chunkanalyzer, Chunk Analyzer
randomthings:floopouch, Floo Pouch
randomthings:timeinabottle, Time in a bottle
randomthings:spectreilluminator, Spectre Illuminator
randomthings:spectrecharger:0, Spectre Charger
randomthings:spectrecharger:1, Redstone Spectre Charger
randomthings:spectrecharger:2, Ender Spectre Charger
randomthings:spectrecharger:3, Genesis Spectre Charger
randomthings:eclipsedclock, Eclipsed Clock
randomthings:grassseeds:0, 草籽
randomthings:grassseeds:1, 白色草籽
randomthings:grassseeds:2, 橙色草籽
randomthings:grassseeds:3, 品红色草籽
randomthings:grassseeds:4, 淡蓝色草籽
randomthings:grassseeds:5, 黄色草籽
randomthings:grassseeds:6, 黄绿色草籽
randomthings:grassseeds:7, 粉色草籽
randomthings:grassseeds:8, 灰色草籽
randomthings:grassseeds:9, 淡灰色草籽
randomthings:grassseeds:10, 青色草籽
randomthings:grassseeds:11, 紫色草籽
randomthings:grassseeds:12, 蓝色草籽
randomthings:grassseeds:13, 棕色草籽
randomthings:grassseeds:14, 绿色草籽
randomthings:grassseeds:15, 红色草籽
randomthings:grassseeds:16, 黑色草籽
randomthings:spectrekey, 通灵之钥
randomthings:spectreanchor, 通灵锚
randomthings:spectresword, 通灵之剑
randomthings:spectrepickaxe, 通灵之镐
randomthings:spectreaxe, 通灵之斧
randomthings:spectreshovel, 通灵之铲
randomthings:runedust:0, 白色符文粉
randomthings:runedust:1, 橙色符文粉
randomthings:runedust:2, 品红色符文粉
randomthings:runedust:3, 淡蓝色符文粉
randomthings:runedust:4, 黄色符文粉
randomthings:runedust:5, 黄绿色符文粉
randomthings:runedust:6, 粉色符文粉
randomthings:runedust:7, 灰色符文粉
randomthings:runedust:8, 淡灰色符文粉
randomthings:runedust:9, 青色符文粉
randomthings:runedust:10, 紫色符文粉
randomthings:runedust:11, 蓝色符文粉
randomthings:runedust:12, 棕色符文粉
randomthings:runedust:13, 绿色符文粉
randomthings:runedust:14, 红色符文粉
randomthings:runedust:15, 黑色符文粉
thaumcraft:ore_amber, 琥珀矿石
thaumcraft:ore_cinnabar, 朱砂矿石
thaumcraft:ore_quartz, 石英矿石
thaumcraft:crystal_aer, 风之结晶
thaumcraft:crystal_ignis, 火之结晶
thaumcraft:crystal_aqua, 水之结晶
thaumcraft:crystal_terra, 地之结晶
thaumcraft:crystal_ordo, 秩序结晶
thaumcraft:crystal_perditio, 混沌结晶
thaumcraft:crystal_vitium, 咒波结晶
thaumcraft:stone_arcane, 奥术石材
thaumcraft:stone_arcane_brick, 奥术石砖
thaumcraft:stone_ancient, 荒古石
thaumcraft:stone_ancient_tile, 荒古砖块
thaumcraft:stone_ancient_rock, 荒古岩
thaumcraft:stone_ancient_glyphed, 雕文石头
thaumcraft:stone_ancient_doorway, 荒古门廊
thaumcraft:stone_eldritch_tile, 邪术石
thaumcraft:stone_porous, 透水石
thaumcraft:stairs_arcane, 奥术楼梯
thaumcraft:stairs_arcane_brick, 奥术石砖楼梯
thaumcraft:stairs_ancient, 荒古楼梯
thaumcraft:slab_arcane_stone:0, 奥术台阶
thaumcraft:slab_arcane_brick:0, 奥术石砖台阶
thaumcraft:slab_ancient:0, 荒古台阶
thaumcraft:slab_eldritch:0, 邪术石头台阶
thaumcraft:sapling_greatwood, 宏伟之木树苗
thaumcraft:sapling_silverwood, 银树树苗
thaumcraft:log_greatwood, 宏伟之木原木
thaumcraft:log_silverwood, 银树原木
thaumcraft:leaves_greatwood, 宏伟之木树叶
thaumcraft:leaves_silverwood, 银树树叶
thaumcraft:shimmerleaf, 水银花
thaumcraft:cinderpearl, 烈焰草
thaumcraft:vishroom, 纤毛菇
thaumcraft:plank_greatwood, 宏伟之木木板
thaumcraft:plank_silverwood, 银树木板
thaumcraft:stairs_greatwood, 宏伟之木楼梯
thaumcraft:stairs_silverwood, 银树楼梯
thaumcraft:slab_greatwood:0, 宏伟之木台阶
thaumcraft:slab_silverwood:0, 银树台阶
thaumcraft:amber_block, 琥珀方块
thaumcraft:amber_brick, 琥珀砖块
thaumcraft:flesh_block, 血肉方块
thaumcraft:loot_crate_common, 寻常箱
thaumcraft:loot_crate_uncommon, 稀有箱
thaumcraft:loot_crate_rare, 罕见箱
thaumcraft:loot_urn_common, 寻常瓮
thaumcraft:loot_urn_uncommon, 稀有瓮
thaumcraft:loot_urn_rare, 罕见瓮
thaumcraft:taint_fibre, 腐化草丛
thaumcraft:taint_crust, 陈年污点
thaumcraft:taint_soil, 腐化泥土
thaumcraft:taint_rock, 腐化岩石
thaumcraft:taint_geyser, 腐化喷泉
thaumcraft:taint_feature, 腐化肿泡
thaumcraft:taint_log, 腐化原木
thaumcraft:grass_ambient, 蕴魔草方块
thaumcraft:table_wood, 木桌
thaumcraft:table_stone, 石桌
thaumcraft:pedestal_arcane, 奥术基座
thaumcraft:pedestal_ancient, 荒古基座
thaumcraft:pedestal_eldritch, 邪术基座
thaumcraft:metal_brass, 黄铜方块
thaumcraft:metal_thaumium, 神秘块
thaumcraft:metal_void, 虚空金属块
thaumcraft:metal_alchemical, 炼金构材
thaumcraft:metal_alchemical_advanced, 高级炼金构材
thaumcraft:paving_stone_travel, 旅行者铺路石
thaumcraft:paving_stone_barrier, 屏障石
thaumcraft:pillar_arcane, 注魔柱
thaumcraft:pillar_ancient, 荒古注魔柱
thaumcraft:pillar_eldritch, 邪术注魔柱
thaumcraft:matrix_speed, 注魔加速石
thaumcraft:matrix_cost, 注魔效能石
thaumcraft:candle_white, 白色油脂蜡烛
thaumcraft:candle_orange, 橙色油脂蜡烛
thaumcraft:candle_magenta, 品红色油脂蜡烛
thaumcraft:candle_lightblue, 淡蓝色油脂蜡烛
thaumcraft:candle_yellow, 黄色油脂蜡烛
thaumcraft:candle_lime, 黄绿色油脂蜡烛
thaumcraft:candle_pink, 粉色油脂蜡烛
thaumcraft:candle_gray, 灰色油脂蜡烛
thaumcraft:candle_silver, 淡灰色油脂蜡烛
thaumcraft:candle_cyan, 青色油脂蜡烛
thaumcraft:candle_purple, 紫色油脂蜡烛
thaumcraft:candle_blue, 蓝色油脂蜡烛
thaumcraft:candle_brown, 棕色油脂蜡烛
thaumcraft:candle_green, 绿色油脂蜡烛
thaumcraft:candle_red, 红色油脂蜡烛
thaumcraft:candle_black, 黑色油脂蜡烛
thaumcraft:banner_white, 白色旗帜
thaumcraft:banner_orange, 橙色旗帜
thaumcraft:banner_magenta, 品红色旗帜
thaumcraft:banner_lightblue, 淡蓝色旗帜
thaumcraft:banner_yellow, 黄色旗帜
thaumcraft:banner_lime, 黄绿色旗帜
thaumcraft:banner_pink, 粉色旗帜
thaumcraft:banner_gray, 灰色旗帜
thaumcraft:banner_silver, 淡灰色旗帜
thaumcraft:banner_cyan, 青色旗帜
thaumcraft:banner_purple, 紫色旗帜
thaumcraft:banner_blue, 蓝色旗帜
thaumcraft:banner_brown, 棕色旗帜
thaumcraft:banner_green, 绿色旗帜
thaumcraft:banner_red, 红色旗帜
thaumcraft:banner_black, 黑色旗帜
thaumcraft:banner_crimson_cult, 血腥教徒旗帜
thaumcraft:nitor_white, 白色闪耀之光
thaumcraft:nitor_orange, 橙色闪耀之光
thaumcraft:nitor_magenta, 品红色闪耀之光
thaumcraft:nitor_lightblue, 淡蓝色闪耀之光
thaumcraft:nitor_yellow, 黄色闪耀之光
thaumcraft:nitor_lime, 黄绿色闪耀之光
thaumcraft:nitor_pink, 粉色闪耀之光
thaumcraft:nitor_gray, 灰色闪耀之光
thaumcraft:nitor_silver, 淡灰色闪耀之光
thaumcraft:nitor_cyan, 青色闪耀之光
thaumcraft:nitor_purple, 紫色闪耀之光
thaumcraft:nitor_blue, 蓝色闪耀之光
thaumcraft:nitor_brown, 棕色闪耀之光
thaumcraft:nitor_green, 绿色闪耀之光
thaumcraft:nitor_red, 红色闪耀之光
thaumcraft:nitor_black, 黑色闪耀之光
thaumcraft:vis_battery, 灵气电池
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, 奥术工作台
thaumcraft:arcane_workbench_charger, 奥术工作台充能器
thaumcraft:dioptra, 神秘屈光仪
thaumcraft:research_table, 研究台
thaumcraft:crucible, 坩埚
thaumcraft:arcane_ear, 奥术之耳
thaumcraft:arcane_ear_toggle, 奥术之耳（切换）
thaumcraft:lamp_arcane, 奥术灯
thaumcraft:lamp_fertility, 育种灯
thaumcraft:lamp_growth, 催生灯
thaumcraft:levitator, 奥术悬浮台
thaumcraft:centrifuge, 源质离心机
thaumcraft:bellows, 奥术风箱
thaumcraft:smelter_basic, 源质冶炼厂
thaumcraft:smelter_thaumium, 神秘源质冶炼厂
thaumcraft:smelter_void, 虚空金属源质冶炼厂
thaumcraft:smelter_aux, 附属粘浆泵
thaumcraft:smelter_vent, 辅助排放口
thaumcraft:alembic, 奥术蒸馏器
thaumcraft:recharge_pedestal, 充能基座
thaumcraft:wand_workbench, 核心镶饰台
thaumcraft:hungry_chest, 饕餮箱子
thaumcraft:tube, 源质管道
thaumcraft:tube_valve, 源质阀门
thaumcraft:tube_restrict, 限定源质管道
thaumcraft:tube_oneway, 定向源质管道
thaumcraft:tube_filter, 过滤源质管道
thaumcraft:tube_buffer, 源质缓存器
thaumcraft:jar_normal, 源质罐子
thaumcraft:jar_void, 虚空罐子
thaumcraft:jar_brain, 缸中之脑
thaumcraft:infusion_matrix, 符文矩阵
thaumcraft:infernal_furnace, 炼狱熔炉
thaumcraft:everfull_urn, 无尽之瓮
thaumcraft:thaumatorium, 神秘炼金塔
thaumcraft:thaumatorium_top, 神秘炼金塔
thaumcraft:brain_box, 记忆矩阵
thaumcraft:spa, 奥术浴场
thaumcraft:golem_builder, 傀儡工坊
thaumcraft:mirror, 魔镜
thaumcraft:mirror_essentia, 源质之镜
thaumcraft:essentia_input, 源质析出装置
thaumcraft:essentia_output, 源质注入装置
thaumcraft:redstone_relay, 红石继能器
thaumcraft:pattern_crafter, 奥术组装器
thaumcraft:potion_sprayer, 药水喷雾器
thaumcraft:activator_rail, 奥术激活轨道
thaumcraft:stabilizer, 稳定器
thaumcraft:vis_generator, 灵气发电机
thaumcraft:condenser, 咒波凝结器
thaumcraft:condenser_lattice, 咒波凝结器格栅
thaumcraft:condenser_lattice_dirty, 堵塞的咒波凝结器格栅
thaumcraft:void_siphon, 虚空吸管
thaumcraft:hole, 次元裂痕
thaumcraft:effect_shock, 静电力场
thaumcraft:effect_sap, 弱化力场
thaumcraft:effect_glimmer, 微光
thaumcraft:placeholder_brick, 炼狱熔炉
thaumcraft:placeholder_obsidian, 炼狱熔炉
thaumcraft:placeholder_bars, 傀儡工坊
thaumcraft:placeholder_anvil, 傀儡工坊
thaumcraft:placeholder_cauldron, 傀儡工坊
thaumcraft:placeholder_table, 傀儡工坊
thaumcraft:empty, 间隙
thaumcraft:barrier, 守护之光
forge:bucketfilled, %s桶
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 赛特斯竖纹石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
appliedenergistics2:energy_acceptor, 能源接收器
appliedenergistics2:energy_cell, 能源元件
appliedenergistics2:dense_energy_cell, 致密能源元件
appliedenergistics2:creative_energy_cell, 创造能源元件
appliedenergistics2:crafting_unit, 合成单元
appliedenergistics2:crafting_accelerator, 并行处理单元
appliedenergistics2:crafting_storage_1k, 1k合成存储器
appliedenergistics2:crafting_storage_4k, 4k合成存储器
appliedenergistics2:crafting_storage_16k, 16k合成存储器
appliedenergistics2:crafting_storage_64k, 64k合成存储器
appliedenergistics2:crafting_monitor, 合成监控器
appliedenergistics2:molecular_assembler, 分子装配室
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:fluix_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_stairs, 福鲁伊克斯楼梯
appliedenergistics2:chiseled_quartz_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和(或)总线
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:matter_cannon, 物质炮
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, 1k-ME存储元件
appliedenergistics2:storage_cell_4k, 4k-ME存储元件
appliedenergistics2:storage_cell_16k, 16k-ME存储元件
appliedenergistics2:storage_cell_64k, 64k-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, 1k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_4k, 4k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_16k, 16k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_64k, 64k-ME流体储存元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 白桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海绵
appliedenergistics2:facade:0, 线缆伪装板 - 湿海绵
appliedenergistics2:facade:0, 线缆伪装板 - 玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石块
appliedenergistics2:facade:0, 线缆伪装板 - 砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 平滑砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 橙色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 品红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 青色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 紫色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黑色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 金块
appliedenergistics2:facade:0, 线缆伪装板 - 铁块
appliedenergistics2:facade:0, 线缆伪装板 - 砖块
appliedenergistics2:facade:0, 线缆伪装板 - TNT
appliedenergistics2:facade:0, 线缆伪装板 - 书架
appliedenergistics2:facade:0, 线缆伪装板 - 苔石
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 冰
appliedenergistics2:facade:0, 线缆伪装板 - 雪
appliedenergistics2:facade:0, 线缆伪装板 - 粘土块
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 荧石
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜灯
appliedenergistics2:facade:0, 线缆伪装板 - 白色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 橙色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 品红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 紫色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 棕色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黑色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 石头怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 圆石怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖怪物蛋
